Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Virtusa,PMO,"Bangalore Urban, Karnataka, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3824669067/?eBP=CwEAAAGOAKZHIY3NHre9FTly8Ceo-M3pvIyE3ErqyREhBKysWDgud9IB0-WM_kET7LA2Wo5uQmLFtx42W7gtGhbyAcJH918gRCC3f0b1WfxMJotebn6Y8vFH1bBnI04JvSizA2wpjBAIuvhpTwIjQ4vFzj8bHwfyMjXlU7ESD_eLoRprpSzNRJ2Ecbh62GAwKNEcdd5alIAeE_L7FMmrt0b3_l2pSKZRGrQlu-kK33vXy8iqZIkb3C597AEyQbJXBrj8DKYTnUCaoKoBqGqJJzNmb9WstZ3yqRD73VQdPAEzPeg6CV_CZqKoB3kXi-gENoSWjpSJSxFvMWmPJV2akjRAqfNND-9r9aSXHL2PQW5f8pYFmXT8uT_UZSm6ww&refId=s9ttZ4QvRdRKBof%2BGRN6fA%3D%3D&trackingId=kieCXiIj%2FTJQjJPCJou1og%3D%3D&trk=flagship3_search_srp_jobs
Tech Mahindra,PMO,"Navi Mumbai, Maharashtra, India (On-site)",1 connection works here,https://www.linkedin.com/jobs/view/3836039903/?eBP=CwEAAAGOAKcwOfXFvppsXPYeEOzXM4ymwtW_Uq8DYQTNQ-enGqcBf7WW0zWy-OJsOnUa6mv6HjzJblP1TgHNjLZ3BaLGToioNgs1k-Ypc5LLlaSeDum9AJIUcZ0KVMjIgT4cmPXceCxc1qCAM8X4vQiahWCQ3dqycZHKQumDV9a44n8hbJ8hEHk0dkIQu-TPO2-2i7JZ7ExFPPeJ5gVIfYeg7Dr9XfEIkbib0mukNWb0h64fyUs2DNN-i7YYvK8Bi4955kR28vybyQ86Z_ICxezKkFwcM2AP-3GN0hC2OmyYk5z6-kH6YTSr6_dFoR4WlqVtTxS_f6cTiE94FuunK2aaLayCpij7IjOIZYsrWe_tElH--KzamZEVVRiCjPtuHvGUQ_SZv_Gm8ce4wNiA_Ao8QzTzU21X&refId=J7qcA%2BbAVrNwXirI5kWPRA%3D%3D&trackingId=9EWsDnReja2FwVS44U0Zog%3D%3D&trk=flagship3_search_srp_jobs
FedEx ACC,Business Analyst,"Hyderabad, Telangana, India (On-site)",,https://www.linkedin.com/jobs/view/3830778555/?eBP=CwEAAAGOAKcwOXiasRPcaWQMYx9MBRVo--roJ7f208G5Gd3i0hiE9bSI7rtKTU_keJk9BhkVfeSazczcjVHZ5wn6uGSrf7KLB0gV76T5PdM7jBodpQAEr9jk_InRmGVwlICUVWS48hoMBjXJcEujkDLFABN7cXXY-vS8ZnRiv0cWhGJTLUQBoVuddIZVxRxtfkLSpANFchnnWeo8l1czf9fdIlQH-4A6BssdlEkgAhUqZeHHpZG7qa8OVW7KjNcE6DD1yK53AcBs7QjsZsKAX_Ok09uY_5zkxEqbNEoBiOxIlLv-qccojlTfClIWljDGgZ1slCaU35Z4XIBWRAQtJ_r8MUMKDLUmU-VkSZHQzHySs3mFY0B8ohuQdZwlQWjWDqZgHow5Op9TcmkOf2G4ov8yXjJLkQOP&refId=J7qcA%2BbAVrNwXirI5kWPRA%3D%3D&trackingId=U5%2FsyyfZ5BTxn8PIvlRwQw%3D%3D&trk=flagship3_search_srp_jobs
Visit Health,Business Analyst,"Gurugram, Haryana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3819922880/?eBP=CwEAAAGOAKcwOdQaUlLG1EUm38_O2k593nfU77WLmX7vZCjWrHJu6YZSgkyi3I-okfIudkxt-n-43JXKhwYjxcgEXsebjTE9dj5eBTPmfBV2sbrdgbbKimkRBmCq2Q951enH6s5EYp7wGc4Ncwmosp28LCp5IE7FI_4DlAWMiAgnhd-ZjLuQse1bR4UqP3HrcxEaOYU1gWAYVf6yKxuTBBucH6qt8-g_DoamXohV1y8oFnZkQsybgmZkj1L0rxCi4UibVX6KRRvO85fusjDv6OErF1bXNvWDcq1gXF1wnSyu-z5FkEPafJUh0oDpdMPmCttOE_Cy9o-d3DaqXHPuTKpLGnnNNZkdxWggRcR8K-326FlFj7SleWY4oJtCvJg8lbi43Rz5ukYrZpukqee9irgd0wrhvA6Dmxc&refId=J7qcA%2BbAVrNwXirI5kWPRA%3D%3D&trackingId=G5c%2B4znTMKYyCxDFkADmTg%3D%3D&trk=flagship3_search_srp_jobs
Luxoft,Business Analyst,"Bengaluru, Karnataka, India (On-site)",2 school alumni work here,https://www.linkedin.com/jobs/view/3821909396/?eBP=CwEAAAGOAKcwOYl3qpysJCuyMziXuB214d42ZQJ_45OELEbmv9ySX4OmjkYCHJp7u0o0fN-_6axD0zij6ibgSIaFhM_-BjMPNePGFM4z7OQfi7tV_-FHDviXrzWHdkd3ZipbJrGkuQyeNTDSlJmJGkY2tP2enaF4X5m1q-SZ8veOcvo1sO7HSKWW9PMwC3QVFvYgd26bQiSo8mWmqTQ4IJHctIisCwAX7O7aeUtzQnRbfMEjuUR6nzpjPdi-CK1rlleBGm-WFoQkJkc7W-SHqngKmRm25RvnSanUzsjzHFkmVvzC4i-w75GsKDcd6j8frnr7HlWkfwYvWQ4210aPL4ERXPgPHn0m3E24wyUoDjedad5_eutvy38nOtuJSALwz8Disz23uFuifB-ixfXendg0f4Eim9vv&refId=J7qcA%2BbAVrNwXirI5kWPRA%3D%3D&trackingId=JmIe%2FBvxF2PfYFg%2FbOH1NA%3D%3D&trk=flagship3_search_srp_jobs
Luxoft,Business Analyst,"Pune, Maharashtra, India (On-site)",2 school alumni work here,https://www.linkedin.com/jobs/view/3821911132/?eBP=CwEAAAGOAKcwOiTSoB0UINauKBDGfFAG86_Z-d9INd51fdFddq4un06fivW9FtsLICDaJpOBokmNg84Kz3OO2TsZGeAY0Lzur5pVNsYUn0Ie_CgOR8kCBTxjFRPA9trQNGsCSAO3llLR4MVGAJyVAwwAjg5G7_JJWKbiJCS4N921jqCZbxl5WUtemXJeLejBrRMImHbWgjEhHw_uTii-_JyabSd493xBST-s-rEXEWm1WYHLn-aNZlR4I8EUxZgu7OONstZ7rO6Cr3a_2vXNJeYXYaKv74sWHkfVj8FPUU5FdE04VZ47o_YqFGNs0iPz9XsRMJEGYkDklsgAfACU2YqwPM5SOyvt2QE7kC8oF0BCMQslE5tgIbKoo5Jnky1hKn61hewGmDUo9LsrcqS5Epyk5niRnhxv9DA&refId=J7qcA%2BbAVrNwXirI5kWPRA%3D%3D&trackingId=soJCdcdRfSGFmVuWDdXpbA%3D%3D&trk=flagship3_search_srp_jobs
Taggd,Business Analyst,"Bangalore Urban, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3842887592/?eBP=CwEAAAGOAKcwOqo7jwy9BKNAlJWrwI4sGNvqn5ijJ9DpBBHPmKeuXTjPVdwvRZHXrdV_ZgMSgZPZVkUiYG-i30lwvrQeHF4ojAwbzOD-n1B0om5HJ6YxHr0YcUEUAjKDMYoqNppPgBw2LoJ1n5ksTwy2VvNUipt9MYnPsSPDifZO6i3Ks0YSOc8v7k1aCXFU0ESIWZoIxHeKemTz2Gp7vVi5goqg0CwNJHJpjPdPLQGJ5uGtYZXS8VMBKTNjYbYlovAaEA_83r6gFEv8tWe_W7OwVM0Fmd1B75MLkSzWYnBhEOdaL1VVCtawPWUGNCBNMS51vJivVykhmoHqxkxxqdnPzi_nSMKh25TlMiNM-iZ5jc7o7Ph4WsXq6UyYNEJWwMy1mhqIoL8vps71HMU7pSIcDvc5F7ZMK1vOmw&refId=J7qcA%2BbAVrNwXirI5kWPRA%3D%3D&trackingId=tSHtLzOg5yXdJN7s8tk%2F0g%3D%3D&trk=flagship3_search_srp_jobs
HTC Global Services,Business Analyst,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3821170207/?eBP=CwEAAAGOAKcwOk5FXrsZvKdw5wntRory_BKtZVgCh4cOrnNlPSACeS2ArTS-8jmutQYgmjTnBPUXGdw910gpn0boWe-Z4ISZGNZl6VBRSOaI87ZG4g6mIafujOaYYUSjgeBY-r4zROFoWvNSvhEkpiZjhFa5BfYWJbcxjA5l3kOB1zw1nNULYjlQwHZHJRgdKtUOXR3KTNuF-H7x_rfV4qFWtzr4onl6SHmqknbpWYEcIcUB9pJwcHP7xxuoRk9uX-IQpUOwedIk4yw8HaM0r-J-J2gn5crmVtdGrrjNV4mrmXRFCtU6VbETQGZCcIjVfSDfKpVngXVD0m8n6xJXEeNa96JVimXu2sE7GMoaaCOsgXavqQERoyKFUC8lDOs3UrEo_65gT4w-loYUOORU9dZJrAZKlxVE&refId=J7qcA%2BbAVrNwXirI5kWPRA%3D%3D&trackingId=pxLzFnNm9j4Aj16SPCPYYA%3D%3D&trk=flagship3_search_srp_jobs
Luxoft,DotNet Developer,India (Remote),2 school alumni work here,https://www.linkedin.com/jobs/view/3820375540/?eBP=CwEAAAGOAKe7JW5jqgXuC4m4LG4Sj5es6eB7an18bJCG1EVLEnSYGV8QST4JMVXspX4_TLUoUfe4IIc0r3-js-cp4kLXa-iKYM5PBKVbHfZZGNZSJZHVSuKVixJUqw1msuAiWHiOeOc-ys2T9SazlmZXOtr2w0y258ZntiPN2qmPiG0ogDM8yVgZTNNMtthEz3cHGOXRKxfeqmS4y4U50UIZY7F9_suN-MXRcNOnVfL8Ny-q2sRC4CjoTnG3aWH6TU_mawBulOIlBFUYUESk1yKyuIIO9iRhJWjwB4c18UqST8nh82WwbhXRE-QKYMy9Jzqv6YEQesBE46tisjb3KZ4depDAVuvVFlh8YRB17k5tHFsYGAjplnGByyTTEhFf-cBIQAT7TdmHspAtjscvPiqoROeuI4Ce&refId=d6XXWghvd5GrFVDjxufFCg%3D%3D&trackingId=WWKps3R3K9MqAjlb44X0aw%3D%3D&trk=flagship3_search_srp_jobs
BlockTXM Inc,DotNet Developer,India (Remote),Actively recruiting,https://www.linkedin.com/jobs/view/3823729111/?eBP=CwEAAAGOAKe7JSPvbOMd9eaBGz6TIjpO9CM6CW6cqUXE_hwbinLq8BNL4h9cE3uspkgTSWVng0ByUSNRlhgfzQai-KAsL3eUTDL8dTyYIZ4WLcOlx9dhKtAjiiNg4jDnDqT2UYV5Y_yWwRxsG12BPODm4DUoEpZk2Sr5ZsUkEhvZXY465GHW__GK2KXCcY0U_hGRB3x9TWT3fK4dGi870aAVB8CSBtyHModmy3OcUwUlElQfdg2_NY0-iR50rLCZTHETc3bXi2cpBRX2VlutV_KSjQYVPgcvmSwkjGzaF5VU0YGkHhRBKzCxeHLPZbAgv9r6J1pOJnBxnKWBa3bgZIXvmSKatFWHa2rHBAlQX8UQ0XeLSBo1z9UgPat5knorkOaUpu7kUHtqIiy_H_nczTwPSTLnYwFg&refId=d6XXWghvd5GrFVDjxufFCg%3D%3D&trackingId=B%2FWa9xHfDoz5NWI9T39tcA%3D%3D&trk=flagship3_search_srp_jobs
LTIMindtree,DotNet Developer,"Bengaluru, Karnataka, India (Hybrid)",1 connection works here,https://www.linkedin.com/jobs/view/3410070719/?eBP=CwEAAAGOAKe7JV0O2DRyQGM7FBJ5PpGgZLTvbgmxQ2HZ1ygKg9kJW_sudPe8GkKcHPVzOg6A512wEShBsZ1TtOQs3rnSLTv61B9LgJAF-WTo0yT9OfYrC0SrKJgYmdinasqRk4C22P4rT_5Iuc7fTqN1IbYigspDr6Nqt_q4qYtYqoG6xIqJ-DiTKgbp40frseMw-wx5Dt7wAYtwxK9uQxF-4ev7EH9ZoEr7GYveX7ppu9QYBc0H9YcAWVcqRqr0fWZyKVXwaeqIU_7l_BiXeQ_5wCzhRwZhG0NvrIr1qbCmDMsGWx8cNIFzsWF1u9rtkHp2DEuhBImDp7IdCmf6uM9DAt08Gouz9s7wX62niCVtacNe0-gs9lxi3skpFYnfFpBfM7qpjJrjYWEPpLX23o1Qwj2wRi4C&refId=d6XXWghvd5GrFVDjxufFCg%3D%3D&trackingId=ti8VRWr8naN5DHvjQtvfAA%3D%3D&trk=flagship3_search_srp_jobs
UKG,DotNet Developer,"Noida, Uttar Pradesh, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3819468299/?eBP=CwEAAAGOAKe7JRqqm0PxDHhrVPtN8ox_V5zRKenR6K98rpKAxAsfXDjjTJEesvBkjbSFl8Wd6xf8lkJqF4EDfOyrj2eOgpNuvO8bOId_OIKYxuLE2p7uvf3zThyTyoiaEkXXluqryZUvD3jkh-fWMocof3d5UT1jVnyXq2SxOQTne26P0Ep7RAEt-zy_qwa_px37NDyVrD4O0TY-qIhkr5fJdNLr_m5STBVv5dGpQWkvX9SPaeaMz6xy3N3U7w3ZMULMuzQ3y9qEIt0YVKEveEn85w0kjIb2furKdH6hTJxPl0BhdJwB34AtoXRfUjRyo_m7kymC2lwQrA6mZOFs1zYhM-8o0zHuX7VNHbztLTPI6hpVg-xrq91TuKleb5gDfC1GwmceeLQeoehPUDhE7TLRugVVdRE3&refId=d6XXWghvd5GrFVDjxufFCg%3D%3D&trackingId=rdxGQlCMHEk7jGNuoOIk5Q%3D%3D&trk=flagship3_search_srp_jobs
Programmers.io,DotNet Developer,"Delhi, India (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3838086183/?eBP=CwEAAAGOAKe7Jb8HFgIE1uhM4Iz-l_RB9ot7tQYudliRrFa7dlOhAu74zllWsGRHT81cn6A5bGrfz2WDLVULuj7VW_-12c4iCU0DyBlx_u2QrKPqfRnATIPUpvSsvkBiChtx9Lr4dxw9SyjAiB66gUKrHRuIJCkjBA5SGHVsF5ZruQihfixJoN7BoZC1dLKrGXdm2UNPlEfoXG4elc8_A8DEqGR1KyCHfHdJHOSIaifH7AwvyvyxgXzq-8DIx9HquWYFxp1mGbAx90d__EZ0fU0JMK4am21j16jvmX6t-MBgzEpSLA0o5c55UEwTiZhrcx94xpbfRvd5XHwEtpUgPnfwMbQ5yGlV1JO7s8BmgsHfL-g43IPiJmfWiqchrCnDYEmNIGYA0oVcFAE9F7kg6bD5l2rYVRJQHKI&refId=d6XXWghvd5GrFVDjxufFCg%3D%3D&trackingId=e0M8Rh4mDOFR1Hc2mnab8w%3D%3D&trk=flagship3_search_srp_jobs
Programmers.io,DotNet Developer,"Chennai, Tamil Nadu, India (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3838085270/?eBP=CwEAAAGOAKe7JeNErck-bYDxuWiGHQDDbqJhEJzttYVbpsQqQJQHMwRdT1nUWtf4-2cTB6DG9qtAtDdo3owxbbKTRBLv3Q_qYfZrekqz6SH7rQrKYyEQ0EB0-QSIjMkro0xoGE8RhmsxWVPplQxgAS6z9Nwq3QHp1P3HCq2Oa9Ze1AjeWezhmLKdeEaR-1h1-ot1gH8k1sFNTc5Fkp8KGqD8bpDuiYuHCxRWYbD2h7csK9HPQe_hLzZAFhfWXsFYu2SBfehCqJNyO_iBvJTWpNJkbs81hhiHV5aNAgmHeamtslAWvb3H_fexiYR4bq5TwN_SHcBScdJdI9Up8n5HQh8voI-DqgWYamn-45tEdFhLFs6YA03n1PiEwL9RFQPMmikhNLYLP-FXh2ACakhVYTIDwCKyJ2-zm6w&refId=d6XXWghvd5GrFVDjxufFCg%3D%3D&trackingId=M%2FGt6GhDv7Q6BwxXMUnFDQ%3D%3D&trk=flagship3_search_srp_jobs
Programmers.io,DotNet Developer,"Jaipur, Rajasthan, India (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3838084269/?eBP=CwEAAAGOAKe7JVYBStJr6FmMi1SVkT3mAKprMM_7Kw4hAElm6JY83sXCHEGRM5G1gq8J9P1YwGlmJNDfEA1eVseifqOVf1SltV0hI--rksoxPAJKHGwDEOSNMJxOBZkoMDu7NRvlqTm_5y2BxkpTBLa1nqoV6QPYjmNBkna22sOP11i7btWvSyXl1_dPL4nG_rzqCT3Y2g6A7_5mavdtOz7JFRsO5jmFaQEKp8XS8Aqew4QBeKpEUPCeQTD5HJ8e5Rmj22o7w0VWuVZ-jM-VyFwuGeiJJOq5g2JSH3CPn5_Gtoh8Q7kcftAuztHWAj8pyMNc4Nsju3oZZFFkEQ1PxVGXfjf6VAKpsaE5ypv2dBsafHxk5cDAb6Q1elKptQtLnUvmLNevkTscFOczwQkAQVw4iK9CRVz6&refId=d6XXWghvd5GrFVDjxufFCg%3D%3D&trackingId=ky0tAif%2BGDX8hbQJSPwmqg%3D%3D&trk=flagship3_search_srp_jobs
Siemens,Automation Testing,"Noida, Uttar Pradesh, India",2 connections work here,https://www.linkedin.com/jobs/view/3816894788/?eBP=CwEAAAGOAKfycETCJ2uOO_QHWLfaWf8toMes1CiasFcCmhfRi0ETWRHv__Mo_QBepxcwmTU1Q6FhsxHsK3MHVz0c_wMUxNPs1GygErQ12MWURj1YE7kfcxsJelbnez3aRqa6Aau5dtV2asdLsuqHUbBBKGnNDK9hhzPn77IVrWmoRgrHPWgEN34Xo2O1VFIHIKKVIu2nzlga5q9hHoBCcB9NKQq1G1kthuCGLd8w3VdyMo3JnjblV6-GvuvH3wa1c5SBb3IN_y73DUr4RhzAXaUsFZ7cjnxa37oOzg4yhhtBzC2yQRs1nfnn1B8WvjtRuMzZF_NLyqk6iQEoe4E7jaozhhvzmn0tLCWUvG9HVEp8ZcUM4Zn54L0AFXZ7MjvQXTkrXQQW-Cc9easxtP0_9u0QBsbeGxiED3I&refId=oshd51HUtqkXHsDCc%2FLDtg%3D%3D&trackingId=y6k%2BsKlXf7Tw6x3hX%2FKTEw%3D%3D&trk=flagship3_search_srp_jobs
Uplers,Automation Testing,"Mysore, Karnataka, India (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3825737562/?eBP=CwEAAAGOAKfycBKANmeBKgs4xRGGg0gX1inEg0zxuMDCH89bR_ve-mLpBwn2Rz1feVyEE9119XAb_gpxecljyeUjVPmpJUy7OJxnR-_4y2olaa2xid_7chwzR-jcMHCCnQxmGvwfHb-ZGdYF-crea9GGEl8Rdx3rtvAOYJ754J-RCiPIyDQqsPOer2W0kp7ijaMWxf7Mgy4FUVii6HI3sK0aamJ8itzdKhaLLTgMFnS1za6Y1oXnrzYUEOHopbjYkkaGyR-EgizPjqgWT933SIxt70iwkpYOX8oN7IL8QFrtDO5Y49W8Qn2ITs_9AoI71s0S-mAxCSnoN8487PuPfG0R0R0ZNjcwkaMTVx1i_C5L6uxExu9tuB8W7lkOcn07e3Vdt5NlohuXUrRYAMri1lcr1vWtR2X8PKw&refId=oshd51HUtqkXHsDCc%2FLDtg%3D%3D&trackingId=77VMrWjhqToh4Z%2FGl9umBQ%3D%3D&trk=flagship3_search_srp_jobs
Brightly,Automation Testing,"Noida, Uttar Pradesh, India",Actively recruiting,https://www.linkedin.com/jobs/view/3820382232/?eBP=CwEAAAGOAKfycIZM683V6KIpxj_C6zOGfY8nkLnivtNIpvY0GKNI_j_sOZsA7ArEzpxt4gafDzi1f5bXz5wQC89Xd1qiTvfH7vKObvm04wnEz0PwakMM4eauBm794FMVZdyhUwbCmDAvRMv0hBiWZWopGc73BGb-Agy7HPalCO5fev_7vT03pyUvNhajcacoZHi7YzZ8zydvo1VgpykX-Wm5eWeGDmSgVoTW4w8Qjqu-Qwuaiv3chsc-WbH-MtHkB9ID75yLiRZpV5dKhCSASD1r5EQ-EpIVUk4cWZOk0pe-qXO8sOeD69fRjAF4zym5B07RYRhNgDTQ_dJ1YWDztXcaLNhgVZGOMSBSBpot5QYVTL2D9WEUjUai2fk38NPx8YHNKryKVAU9fni5IWFyzA_Jrmg46i2hBXOX4g&refId=oshd51HUtqkXHsDCc%2FLDtg%3D%3D&trackingId=jn8um%2FYJdPSsZ1I6plqoZw%3D%3D&trk=flagship3_search_srp_jobs
GlobalLogic,Automation Testing,"Noida, Uttar Pradesh, India (On-site)",13 school alumni work here,https://www.linkedin.com/jobs/view/3743664834/?eBP=CwEAAAGOAKfycBhmuaM7VyNHLE7x2RuKp7r9z1GxPX--yBzeWPt6Fln8gDk5BNigzdgHdYNMjWjiRtCYPGVGoGkRjHixLvsoe532LTVgtZgTql2N87Hzed3AxMwLLUT_7zCc_UUqT3EN03N467ajRAh_DCq-unUAMLrpn90npAzhHH9b02plALFBanXGgauJsKnfHtteaxUPRr05w6-pincb5bIIHimqJUqwWV-2mnbu9lBZjz9jF5E5Yt1n57B6Hl6tetAiPLrrLTRLWZkBVgADo8AkCMoy-dxZ2xtAzK5j0Y-aDcCME9ml60ln2LNO7JecDpp6qKTZBItpi72mPehitkrPC_v1dOWyMpue3DsXxgltlmmN2mcHMz2xXg9dkk9hwWl7k_-zg15pyyfcdDa9SSG97iAgAXw&refId=oshd51HUtqkXHsDCc%2FLDtg%3D%3D&trackingId=JAlierfLMzFA3PD%2BCKfqMA%3D%3D&trk=flagship3_search_srp_jobs
Alteryx,Automation Testing,"Bengaluru, Karnataka, India",1 school alum works here,https://www.linkedin.com/jobs/view/3775204614/?eBP=CwEAAAGOAKfycMkbrn9LSWdh3jxNm3-bnhyEyI83X50uoNgVflg1tCGDobjGgWZI0jjRJh2OH1agsJUHKn6RH4et-AGMozA5QwuYvRD1FNwpjxqIm2W5MjKcswUCfJclVEbb3-jsFZeyijM_bHpWbe5nxh5vAm51lJsn4qC5dcapfasKNhlK7YAEi4oTEoV2XHb2-1G_CDcZEeEVjs8jLYHDewUC-IBcK2f4Qwn0_UfcEvv6AdtDzxSR7jnZ_9fjUglVnX3rMoxZa8TLj_ON4JFmftdU601hqyGx1pAK6vsquUdVweDkTwdsGWrKt0y-f8J1NZxaUhmkHmEg-XopRj-TmJsIIiijdNVaM7Q9Gb7LjkjguMc8gZWTpcCPBiPe3cScRdqBEE80eE5aL2nc8Ib9zP8kZLe9QAk&refId=oshd51HUtqkXHsDCc%2FLDtg%3D%3D&trackingId=WewBl2Ul08GI6Aq%2FV6nm2g%3D%3D&trk=flagship3_search_srp_jobs
Intel Corporation,Automation Testing,"Bengaluru, Karnataka, India (Hybrid)",19 school alumni work here,https://www.linkedin.com/jobs/view/3806312253/?eBP=CwEAAAGOAKfycGTHb8qfcVcqJXhmdXiatNrAk9Tyhc6ImiqlixurLLAdf5q5s1GmuZu-r_S3mRtsSwKEZiS142U1aLaD94UDlSCcBuGR0Kp6y3HjMIZYS0cmuIBz3TPD3c0JDqV2MrWwhOsSWIIjLF1MmBK7q39r0inM-I83_GlvxYTLJ8LKkwR1VZ_4U4vp8_gyvdbCm5a6OT9Hbw4wJljGqnlIcY4RO4wwDUiWNs3C14BL7v4LcgpYnyxOk0jfZfoUETyF5S8aRz1LNcIm0PJTj_qCJGaBv5V-q9lj4PMCbYtn1vLRUyLl7b-AjMLqS3I0PR6wSArixgBgjVfWeE_GwaE3XRG9NhRlCYgcoqVLG_Jk2hIdc7jur31Edg9hm9OoG5yCNsbCLfXR1I_ZSyQHyc8LySF_NqpChw&refId=oshd51HUtqkXHsDCc%2FLDtg%3D%3D&trackingId=IZI3r5h7NtY2jtqj%2BLnaew%3D%3D&trk=flagship3_search_srp_jobs
IBM,Automation Testing,"Pune, Maharashtra, India (On-site)",1 connection works here,https://www.linkedin.com/jobs/view/3813030594/?eBP=CwEAAAGOAKfycNr5HbC6iLgaRIOzbCzJThQwf5VT-e7mBCt9aGKJQcvQEfcteWb1nlLHZlM7yTAmeqJYV4Xio5mWEgL8QWvnD4PgwMAnNtPpWxUejwH4t5j_91XOfTjSGpvCNozilCX_AnzPs2khkLzWFu8fscOkL5vT_8v2T1jDRtQLkOkMBrhwLo6J0Kr_5K63mAl_S89g-1sDD_M1G3durWtIhr1-EKob7DyhWuDJpmQ-GD_O59hHfxEU8Im4AlgmIQ41eG7uq4hXYcf_wCO-X-USL6HodPB8gZieEeQmHruNgv6LduObMSPub0vIizJ_Gk--PlVX6HQ-tHLHUDdrrWu8m1c9RQ6ouXPx--4KxPpI4cVqxNHrmFqceg&refId=oshd51HUtqkXHsDCc%2FLDtg%3D%3D&trackingId=wmWvGh876L7fHX0754%2F7Hw%3D%3D&trk=flagship3_search_srp_jobs
Tekaccel Inc.,Network Security Engineer,India (Remote),,https://www.linkedin.com/jobs/view/3837532929/?eBP=CwEAAAGOAKjYdjqzP9Dc6ORxuRLfN5pLtmZ-BOQQ4Em8kBzjbTmWwqsNwAbLP-vy2gUrGjp9aWtwQPfA7CbNCfZz1nSjpsYFWEdzNkxpROnv0pkfIWFLgBR5vjAsjhEshYI9g4e2EnTtF_K3b5zCqQiu04h6qnaXrBigcBBEEJJBws2wKBatRjd9er3koEQoeEQ3pcDNeNUG-oHueOUE-T_jGIm8aQ2jUyJoO_ZnP5ghUAWpsrwmXsSlrxcHS4626Hrk2gkuMY5DUKKQB5DX52tA9iDVayjMcr3PsHRXvpEzg8zYjSstP3fv0PKgar7eJ8WpR5n1kFjrVFdZ0GuRkg9RrubMXhBnSFJSQNqO7PaIKPivrt3ZOsjLPtNV_tQ8R8nEwUzqBWs5Rqba9OaSUHzc3NDTwuY4u4JJ8b4ajSOoneWfM6v_29tM7aOXBg&refId=zqVGqCE4cR5WJZzyYHTKcQ%3D%3D&trackingId=hpT8sb52sVZnAQ9QObvG%2Bg%3D%3D&trk=flagship3_search_srp_jobs
Wipro,Network Security Engineer,"Pune, Maharashtra, India (On-site)",30 school alumni work here,https://www.linkedin.com/jobs/view/3822852965/?eBP=CwEAAAGOAKjYdicia0Y4yf8vszwEjh5FjzHJQDJ5vTI57PnSh3n4KS36j-zFKz4X8FX2otLCpskeToPwMJSsWL44OMSrcuGab9CixxFFkjPF3CJzx_bIpxrlh3k7Ca1Npv0uvN2IFRM94q8U-BUaedgFFxmzbP1jiURdYWPSijCm1jdpkm65PyQsGfyjo0A67BxJ-3AaEVohfm3e2bJBL-e1Qsuj_7yjvUiULezm-rvmoAt8C_eHeaWBSubxWiVbOr_OXjRWtlb26il0K_ZN9fHYeD7NuzyIGqGafSOpa5RyqKxKsVH1dQsLgJjGiv7nXh7LNRgntlO0Xbb_vlyYFqUIPtl5zsbdtQnsNPY02W_k2jS1Jf5pI36QHL4L8Y1M8K9E0vDcNduV4Wrq4LNcXiXcaUie1sYu&refId=zqVGqCE4cR5WJZzyYHTKcQ%3D%3D&trackingId=wfAQCAzLxCNtqc68UQmELQ%3D%3D&trk=flagship3_search_srp_jobs
Kyndryl,Network Security Engineer,Mumbai Metropolitan Region (On-site),1 school alum works here,https://www.linkedin.com/jobs/view/3829805521/?eBP=CwEAAAGOAKjYdu4WFzwQdErMLqeWMbOeY_riqJmIbH0xMZzpertVBENudA2Gy2xFHUyrY2bqKLTTAKKJb-iQqiK60riUM0F44z6IXjcbmj7vFYUPuDCpTc2Jqs72Kbz9ynxALrplxc_jvreb1a68-PTgG5alvOaJPMDmm4yv_DzS22WeA2cxEk6pk9JAq2_gD1FAOeEVG52KGD5kFrlmeaou8rOmHCRg_abUg18Z_DzcBQKuXaY4PxCC5NchGuvKBSF3TN0PG4aCqwbVqcV7GuuV1eB28qKK3ywFobAiO50eADMnYXbttVBnZB7aFn7c9dQdERf2EGGZ-yy3SXyEnXjLobBROlECPtVtHdgkqYsAHZhiEAgV2Oz8Ei0K7_A9yrhC8ctjQh9eNjhkhgs8J_mytFsvRiWC&refId=zqVGqCE4cR5WJZzyYHTKcQ%3D%3D&trackingId=rzZDP9bBQsp7sAWYSwIMGw%3D%3D&trk=flagship3_search_srp_jobs
